user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,faithfulness,eval_type,evaluation_name,reference_contexts,summary_score
¿Hay cajas o paquetes en los almacenes?,"[""La zona 'Recepcion' está despejada, sin eventos ni personas."", ""La zona 'Escaleras 1' está despejada, sin eventos ni personas."", ""La zona 'Almacén 1' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Individual 1': Descansan en cama. No hay alertas ni peligros."", ""En la zona 'Habitación Individual 2': Descansando en cama. No hay alertas ni peligros."", ""En la zona 'Oficina 1': En ordenador gestionando documentos. No hay alertas ni peligros."", ""En la zona 'Baño 1': Se lavan las manos al entrar al baño.. No hay alertas ni peligros."", ""En la zona 'Baño 1': . No hay alertas ni peligros."", ""En la zona 'Baño 1': Lavado de manos. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 1' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 1' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 2' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Compartida 3': Descansar en cama y conversar. No hay alertas ni peligros."", ""En la zona 'Habitación Compartida 3': Descansan y conversan.. No hay alertas ni peligros."", ""La zona 'Sala Común' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 4' está despejada, sin eventos ni personas."", ""En la zona 'Baño 2': Aseo personal y lavado de manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Lavándose las manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Las personas se lavan las manos.. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas."", ""La zona 'Oficina 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 3' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas."", ""La zona 'Almacén 2' está despejada, sin eventos ni personas."", ""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","No, no hay cajas o paquetes mencionados en el registro visual. Los almacenes 1 y 2 se clasifican como ""Restringida"" sin eventos recientes que indiquen la presencia de cajas o paquetes.","Sí, hay una montaña de cajas en ambos almacenes",0.7111377686985423,0.5750526010845532,0.0,short,video,,
"¿Qué actividad está realizando la persona en la Oficina 2 (ej. trabajando en el ordenador, leyendo, hablando)?","[""La zona 'Oficina 2' está despejada, sin eventos ni personas.""]","Según el registro, la persona en la Oficina 2 está ""En ordenador gestionando documentos"" (1906s).",Hay una empleada sentada detrás del escritorio. No parece estar haciendo nada,0.6663598954524603,0.5835183621992833,0.0,short,video,,
"En la zona de Recepción, ¿hay alguien interactuando directamente con el mostrador o están únicamente esperando?","[""La zona 'Recepcion' está despejada, sin eventos ni personas."", ""La zona 'Escaleras 1' está despejada, sin eventos ni personas."", ""La zona 'Almacén 1' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Individual 1': Descansan en cama. No hay alertas ni peligros."", ""En la zona 'Habitación Individual 2': Descansando en cama. No hay alertas ni peligros."", ""En la zona 'Oficina 1': En ordenador gestionando documentos. No hay alertas ni peligros."", ""En la zona 'Baño 1': Se lavan las manos al entrar al baño.. No hay alertas ni peligros."", ""En la zona 'Baño 1': . No hay alertas ni peligros."", ""En la zona 'Baño 1': Lavado de manos. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 1' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 1' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 2' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Compartida 3': Descansar en cama y conversar. No hay alertas ni peligros."", ""En la zona 'Habitación Compartida 3': Descansan y conversan.. No hay alertas ni peligros."", ""La zona 'Sala Común' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 4' está despejada, sin eventos ni personas."", ""En la zona 'Baño 2': Aseo personal y lavado de manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Lavándose las manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Las personas se lavan las manos.. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas."", ""La zona 'Oficina 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 3' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas."", ""La zona 'Almacén 2' está despejada, sin eventos ni personas."", ""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","Según el registro visual, en la zona de Recepcion no hay eventos recientes registrados, lo que sugiere que nadie está interactuando directamente con el mostrador.","Hay tres personas de pie esperando/hablando, un hombre con el móvil, una mujer con un bolso y un hombre caminando. En las sillas se ven a varias sentadas, algunas con el móvil y un niño leyendo un libro",0.30546455570218,0.8189873196318541,1.0,short,video,,
"¿Se observa a alguien manipulando objetos, estanterías o cajas dentro del Almacén 1?","[""La zona 'Almacén 1' está despejada, sin eventos ni personas.""]","No se observa actividad alguna relacionada con la manipulación de objetos, estanterías o cajas en el Almacén 1. El rango temporal asignado a esta zona (121s - 274s) no registra eventos recientes en este sentido.",No hay nadie en el Almacén 1,0.9169141610716138,0.7815660995458154,1.0,short,video,,
¿La cama de la Habitación Individual 4 se encuentra ocupada por un paciente en este momento?,"[""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas.""]","No, según el registro visual, no hay eventos recientes registrados en la Habitación Individual 4 que indiquen la presencia de un paciente en la cama. Por lo tanto, la respuesta es negativa: la cama de la Habitación Individual 4 no se encuentra ocupada por un paciente en este momento.","Sí, hay una mujer sentada en la cama",0.17949181375644876,0.5401753891593095,1.0,short,video,,
¿Se detecta a alguien interactuando con equipamiento médico en el Quirófano 2?,"[""La zona 'Quirófano 2' está despejada, sin eventos ni personas.""]","No, no se detecta a nadie interactuando con equipamiento médico en el Quirófano 2 según el registro visual de patrulla.","Sí, hay tres trabajadores de pie interactuando con equipo médico y un paciente en la cama",0.19168186481201385,0.8753724133096612,1.0,short,video,,
¿Se detecta a alguna persona presente en la sala compartida 2?,"[""La zona 'Recepcion' está despejada, sin eventos ni personas."", ""La zona 'Escaleras 1' está despejada, sin eventos ni personas."", ""La zona 'Almacén 1' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Individual 1': Descansan en cama. No hay alertas ni peligros."", ""En la zona 'Habitación Individual 2': Descansando en cama. No hay alertas ni peligros."", ""En la zona 'Oficina 1': En ordenador gestionando documentos. No hay alertas ni peligros."", ""En la zona 'Baño 1': Se lavan las manos al entrar al baño.. No hay alertas ni peligros."", ""En la zona 'Baño 1': . No hay alertas ni peligros."", ""En la zona 'Baño 1': Lavado de manos. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 1' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 1' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 2' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Compartida 3': Descansar en cama y conversar. No hay alertas ni peligros."", ""En la zona 'Habitación Compartida 3': Descansan y conversan.. No hay alertas ni peligros."", ""La zona 'Sala Común' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 4' está despejada, sin eventos ni personas."", ""En la zona 'Baño 2': Aseo personal y lavado de manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Lavándose las manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Las personas se lavan las manos.. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas."", ""La zona 'Oficina 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 3' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas."", ""La zona 'Almacén 2' está despejada, sin eventos ni personas."", ""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","No, no se detecta a ninguna persona presente en la Sala Compartida 2.","Sí, hay una mujer tirada en el suelo. Se recomienda enviar ayuda",0.674956198034932,0.7215552613710896,1.0,short,video,,
¿Hay más de una persona simultáneamente detrás del mostrador de la Recepción atendiendo a los visitantes?,"[""La zona 'Recepcion' está despejada, sin eventos ni personas."", ""La zona 'Escaleras 1' está despejada, sin eventos ni personas."", ""La zona 'Almacén 1' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Individual 1': Descansan en cama. No hay alertas ni peligros."", ""En la zona 'Habitación Individual 2': Descansando en cama. No hay alertas ni peligros."", ""En la zona 'Oficina 1': En ordenador gestionando documentos. No hay alertas ni peligros."", ""En la zona 'Baño 1': Se lavan las manos al entrar al baño.. No hay alertas ni peligros."", ""En la zona 'Baño 1': . No hay alertas ni peligros."", ""En la zona 'Baño 1': Lavado de manos. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 1' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 1' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 2' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Compartida 3': Descansar en cama y conversar. No hay alertas ni peligros."", ""En la zona 'Habitación Compartida 3': Descansan y conversan.. No hay alertas ni peligros."", ""La zona 'Sala Común' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 4' está despejada, sin eventos ni personas."", ""En la zona 'Baño 2': Aseo personal y lavado de manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Lavándose las manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Las personas se lavan las manos.. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas."", ""La zona 'Oficina 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 3' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas."", ""La zona 'Almacén 2' está despejada, sin eventos ni personas."", ""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","No, no hay más de una persona simultáneamente detrás del mostrador de la Recepción atendiendo a los visitantes. El registro visual indica que solo se han reportado eventos en la zona ""Recepcion"" dentro del rango temporal ""24s - 2321s"", pero no hay múltiples eventos registrados en ese período, lo que sugiere que solo una persona está atendiendo en ese momento.",Solo hay una empleada atendiendo a los visitantes,0.6863598544831735,0.7984956433632945,1.0,short,video,,
"En la Habitación Compartida 5, ¿hay algún trabajador (persona de pie) acompañando a los pacientes acostados?","[""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas.""]","No, en la Habitación Compartida 5 no hay eventos recientes registrados que indiquen la presencia de un trabajador o persona de pie acompañando a los pacientes.","Sí, hay un trabajador de pie cerca a una cama con un paciente",0.7005905260939582,0.870738840726743,1.0,short,video,,
¿Hay alguien deambulando por el pasillo?,"[""La zona 'Recepcion' está despejada, sin eventos ni personas."", ""La zona 'Escaleras 1' está despejada, sin eventos ni personas."", ""La zona 'Almacén 1' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Individual 1': Descansan en cama. No hay alertas ni peligros."", ""En la zona 'Habitación Individual 2': Descansando en cama. No hay alertas ni peligros."", ""En la zona 'Oficina 1': En ordenador gestionando documentos. No hay alertas ni peligros."", ""En la zona 'Baño 1': Se lavan las manos al entrar al baño.. No hay alertas ni peligros."", ""En la zona 'Baño 1': . No hay alertas ni peligros."", ""En la zona 'Baño 1': Lavado de manos. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 1' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 1' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 2' está despejada, sin eventos ni personas."", ""En la zona 'Habitación Compartida 3': Descansar en cama y conversar. No hay alertas ni peligros."", ""En la zona 'Habitación Compartida 3': Descansan y conversan.. No hay alertas ni peligros."", ""La zona 'Sala Común' está despejada, sin eventos ni personas."", ""La zona 'Quirófano 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Compartida 4' está despejada, sin eventos ni personas."", ""En la zona 'Baño 2': Aseo personal y lavado de manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Lavándose las manos.. No hay alertas ni peligros."", ""En la zona 'Baño 2': Las personas se lavan las manos.. No hay alertas ni peligros."", ""La zona 'Habitación Compartida 5' está despejada, sin eventos ni personas."", ""La zona 'Oficina 2' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 3' está despejada, sin eventos ni personas."", ""La zona 'Habitación Individual 4' está despejada, sin eventos ni personas."", ""La zona 'Almacén 2' está despejada, sin eventos ni personas."", ""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","No, no hay eventos recientes que indiquen actividad en el pasillo (Habitación Compartida 1, Habitación Compartida 2, Habitación Compartida 3 o Escaleras 1/2).",Hay dos personas deambulando por el pasillo,0.18827483877910262,0.7696229979869024,0.5,short,video,,
¿Se ha detectado la presencia de alguna persona obstaculizando el paso o sentada en los peldaños de las Escaleras 2?,"[""En la zona 'Escaleras 2': Brevemente suben y bajan.. No hay alertas ni peligros.""]","No, no se ha detectado la presencia de alguien obstaculizando el paso ni sentado en los peldaños de las Escaleras 2. El evento reciente en ese zona solo indica que ""Brevemente suben y bajan"" (no especifica si hay alguien sentada o obstaculizando el paso).",No hay nadie en las escaleras 2.,0.9317399658207477,0.861372576888749,1.0,short,video,,
