user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,faithfulness,context_precision,context_recall,context_entity_recall,eval_type,evaluation_name,reference_contexts,summary_score
¿Hay cajas o paquetes en los almacenes?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""106.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 194: Sentada)| Un paciente simulado realizando ejercicio de rehabilitación en el pasillo del quirófano."", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""118.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 223: De pie o caminando -> Postura indeterminada)| Un hombre con bata médica y mascarilla caminando en el pasillo"", ""alerta"": false}', '[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""140.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 279: Sentada)| Un hombre y una mujer de pie en la oficina, uno revisando un móvil y la otra trabajando en el ordenador."", ""alerta"": false}']","No hay información registrada sobre Almacén 1 y Almacén 2. El contexto de sensores solo proporciona información sobre la zona Quirófano 2, Quirófano 1, Baño 2 y Oficina 2.","Sí, hay una montaña de cajas en ambos almacenes",0.6650444309907122,0.0,0.5,0.0,0.0,0.0,short,video_2m,,
"¿Qué actividad está realizando la persona en la Oficina 2 (ej. trabajando en el ordenador, leyendo, hablando)?","['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""154.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 2: Postura indeterminada)| Una persona sentada en una silla, trabajando en ordenador"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""108.0s"", ""descripcion_vlm"": ""3 personas. (Persona Nº 199: Postura indeterminada, Persona Nº 1: Postura indeterminada, Persona Nº 2: Postura indeterminada)| Una persona realizando aseo personal y lavándose las manos en el baño privado."", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""118.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 223: De pie o caminando -> Postura indeterminada)| Un hombre con bata médica y mascarilla caminando en el pasillo"", ""alerta"": false}']","Según los eventos detectados, la persona (Persona Nº 2) en la Oficina 2 está sentada en una silla y trabajando en ordenador.",Hay una empleada sentada detrás del escritorio. No parece estar haciendo nada,0.47817848706184934,0.5913081002193118,1.0,0.0,1.0,0.0,short,video_2m,,
"En la zona de Recepción, ¿hay alguien interactuando directamente con el mostrador o están únicamente esperando?","['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""26.0s"", ""descripcion_vlm"": ""3 personas. (Persona Nº 63: Sentada -> De pie o caminando -> Postura indeterminada, Persona Nº 88: Sentada, Persona Nº 89: Sentada -> Postura indeterminada)| Un hombre de pie frente al mostrador y una mujer de pie cerca de la recepción"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""177.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 430: Sentada, Persona Nº 431: Sentada)| Un hombre con sombrero caminando y dos personas de pie cerca de un mostrador"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""10.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 12: Sentada, Persona Nº 17: Postura indeterminada)| Un hombre sentado en una silla y una mujer de pie en la recepción"", ""alerta"": false}']","Basándome en el contexto de sensores recuperado, puedo responder que:

En la Recepción, hay personas moviéndose y esperando. No hay información registrada sobre alguien atendiendo al mostrador específicamente.","Hay tres personas de pie esperando/hablando, un hombre con el móvil, una mujer con un bolso y un hombre caminando. En las sillas se ven a varias sentadas, algunas con el móvil y un niño leyendo un libro",0.45389133906164925,0.42203782770058434,0.6666666666666666,0.0,1.0,0.0,short,video_2m,,
"¿Se observa a alguien manipulando objetos, estanterías o cajas dentro del Almacén 1?","['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""140.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 279: Sentada)| Un hombre y una mujer de pie en la oficina, uno revisando un móvil y la otra trabajando en el ordenador."", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""145.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 292: Sentada)| Dos personas sentadas en sillas, una trabajando en ordenador y otra gestionando documentos"", ""alerta"": false}', '[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""106.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 194: Sentada)| Un paciente simulado realizando ejercicio de rehabilitación en el pasillo del quirófano."", ""alerta"": false}', '[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""116.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 208: De pie o caminando -> Postura indeterminada, Persona Nº 1: Postura indeterminada)| Una persona con bata azul y mascarilla de protección, de pie junto a un instrumental quirúrgico."", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""24.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 63: Sentada)| Un hombre caminando y varias personas de pie en la recepción"", ""alerta"": false}']",No hay información registrada sobre el Almacén 1.,No hay nadie en el Almacén 1,0.9447130822703604,0.6753847477871994,0.0,0.0,0.0,0.0,short,video_2m,,
¿La cama de la Habitación Individual 4 se encuentra ocupada por un paciente en este momento?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Habitación Individual 4 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""166.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Habitación Compartida 4 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""100.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Sentada -> Postura indeterminada, Persona Nº 2: Sentada)| Un paciente descansa en la cama mientras otra persona se asoma por la cortina."", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Habitación Compartida 4 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""98.0s"", ""descripcion_vlm"": ""ALERTA: 3 personas. (Persona Nº 1: Caída URGENTE, Persona Nº 179: Caída URGENTE -> Sentada, Persona Nº 2: Caída URGENTE)| Una persona descansando en la cama de la habitación."", ""alerta"": true}']","Según el contexto de sensores recuperado, hay un evento detectado en la Habitación Individual 4 a las 166.0s que indica que una persona (Persona Nº 1) está en postura indeterminada. Sin embargo, no hay información adicional sobre si la habitación está ocupada o no.

No hay más eventos registrados en la Habitación Individual 4 después de ese momento. Por lo tanto, no puedo determinar con certeza si la habitación está ocupada actualmente.","Sí, hay una mujer sentada en la cama",0.3746758537809596,0.0,0.25,0.249999999975,1.0,0.0,short,video_2m,,
¿Se detecta a alguien interactuando con equipamiento médico en el Quirófano 2?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""154.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 2: Postura indeterminada)| Una persona sentada en una silla, trabajando en ordenador"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""118.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 223: De pie o caminando -> Postura indeterminada)| Un hombre con bata médica y mascarilla caminando en el pasillo"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""10.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 12: Sentada, Persona Nº 17: Postura indeterminada)| Un hombre sentado en una silla y una mujer de pie en la recepción"", ""alerta"": false}']",No hay información registrada.,"Sí, hay tres trabajadores de pie interactuando con equipo médico y un paciente en la cama",0.6485355153339742,0.0,0.0,0.0,1.0,0.0,short,video_2m,,
¿Se detecta a alguna persona presente en la sala compartida 2?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""10.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 12: Sentada, Persona Nº 17: Postura indeterminada)| Un hombre sentado en una silla y una mujer de pie en la recepción"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""36.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 118: Sentada -> Postura indeterminada)| Dos personas de pie en la recepción"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""26.0s"", ""descripcion_vlm"": ""3 personas. (Persona Nº 63: Sentada -> De pie o caminando -> Postura indeterminada, Persona Nº 88: Sentada, Persona Nº 89: Sentada -> Postura indeterminada)| Un hombre de pie frente al mostrador y una mujer de pie cerca de la recepción"", ""alerta"": false}']",No hay información registrada.,"Sí, hay una mujer tirada en el suelo. Se recomienda enviar ayuda",0.5890806713127028,0.0,0.0,0.7222222221981481,0.5,0.0,short,video_2m,,
¿Hay más de una persona simultáneamente detrás del mostrador de la Recepción atendiendo a los visitantes?,"['[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""177.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 430: Sentada, Persona Nº 431: Sentada)| Un hombre con sombrero caminando y dos personas de pie cerca de un mostrador"", ""alerta"": false}', '[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""26.0s"", ""descripcion_vlm"": ""3 personas. (Persona Nº 63: Sentada -> De pie o caminando -> Postura indeterminada, Persona Nº 88: Sentada, Persona Nº 89: Sentada -> Postura indeterminada)| Un hombre de pie frente al mostrador y una mujer de pie cerca de la recepción"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""140.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 279: Sentada)| Un hombre y una mujer de pie en la oficina, uno revisando un móvil y la otra trabajando en el ordenador."", ""alerta"": false}']","Según los eventos detectados, en la zona de Recepción, se observan varias personas esperando (Persona Nº 63, Persona Nº 88 y Persona Nº 89) y algunas personas interactuando directamente con el mostrador (Un hombre de pie frente al mostrador y un hombre con sombrero caminando).",Solo hay una empleada atendiendo a los visitantes,0.6683024258755963,0.4826104976911712,1.0,0.0,0.0,0.0,short,video_2m,,
"En la Habitación Compartida 5, ¿hay algún trabajador (persona de pie) acompañando a los pacientes acostados?","['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Habitación Compartida 5 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""122.0s"", ""descripcion_vlm"": ""5 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 230: De pie o caminando -> Postura indeterminada, Persona Nº 3: Postura indeterminada, Persona Nº 236: Postura indeterminada, Persona Nº 2: Postura indeterminada)| Un paciente descansando en la cama y una persona de pie en el fondo."", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""26.0s"", ""descripcion_vlm"": ""3 personas. (Persona Nº 63: Sentada -> De pie o caminando -> Postura indeterminada, Persona Nº 88: Sentada, Persona Nº 89: Sentada -> Postura indeterminada)| Un hombre de pie frente al mostrador y una mujer de pie cerca de la recepción"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""25.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 63: Sentada -> De pie o caminando -> Postura indeterminada)| Una persona caminando y tres personas de pie en la recepción"", ""alerta"": false}']","Sí, según el evento detectado en la zona ""Habitación Compartida 5"", hay una persona de pie o caminando (Persona Nº 230) que está acompañando a un paciente descansando en la cama.","Sí, hay un trabajador de pie cerca a una cama con un paciente",0.5731121774508814,0.5419646813191648,0.25,0.49999999995,1.0,0.0,short,video_2m,,
¿Hay alguien deambulando por el pasillo?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Sala Común | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""96.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: De pie o caminando, Persona Nº 176: Sentada -> De pie o caminando -> Postura indeterminada)| Un hombre de pie en el pasillo, perfilado en silueta."", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""118.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 223: De pie o caminando -> Postura indeterminada)| Un hombre con bata médica y mascarilla caminando en el pasillo"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Habitación Compartida 3 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""78.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 166: Sentada -> De pie o caminando -> Postura indeterminada)| Un hombre de traje caminando por el pasillo"", ""alerta"": false}']","Sí, hay personas moviéndose en el pasillo. Se han detectado varios eventos que indican la presencia de personas caminando o con posturas indeterminadas en diferentes zonas del hospital.",Hay dos personas deambulando por el pasillo,0.7942029092322045,0.676865661156217,1.0,0.49999999998333333,1.0,0.0,short,video_2m,,
¿Se ha detectado la presencia de alguna persona obstaculizando el paso o sentada en los peldaños de las Escaleras 2?,"['[Zona: Quirófano 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""104.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 187: Sentada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""154.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 2: Postura indeterminada)| Una persona sentada en una silla, trabajando en ordenador"", ""alerta"": false}', '[Zona: Recepcion | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""169.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 402: Sentada)"", ""alerta"": false}', '[Zona: Baño 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""118.0s"", ""descripcion_vlm"": ""2 personas. (Persona Nº 1: Postura indeterminada, Persona Nº 223: De pie o caminando -> Postura indeterminada)| Un hombre con bata médica y mascarilla caminando en el pasillo"", ""alerta"": false}', '[Zona: Quirófano 1 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""66.0s"", ""descripcion_vlm"": ""1 personas. (Persona Nº 1: Postura indeterminada)"", ""alerta"": false}', '[Zona: Oficina 2 | Tipo: Desconocida | Vuelta: 1]\nEvento detectado:\n{""tiempo"": ""146.0s"", ""descripcion_vlm"": ""4 personas. (Persona Nº 292: Sentada -> De pie o caminando, Persona Nº 302: Sentada, Persona Nº 317: De pie o caminando -> Postura indeterminada, Persona Nº 298: Sentada)| Un hombre sentado en una silla, trabajando en un ordenador"", ""alerta"": false}']",No hay información registrada.,No hay nadie en las escaleras 2.,0.9014383672620693,0.0,0.0,0.8333333332916666,1.0,0.0,short,video_2m,,
Redacta el informe de seguridad global de la patrulla del hospital.,"['**Resumen Global**\n\nDurante el período reportado, se han registrado varias actividades y eventos en diferentes zonas del hospital. A continuación, se presentan los principales hallazgos:\n\nEn general, no se han reportado anomalías ni incidentes importantes en las diferentes zonas del hospital durante el período reportado.\n\n**Resumen Global de Actividades**\n\nEn el hospital, se han registrado varias actividades en diferentes zonas y habitaciones. A continuación, se presentan los resúmenes de las actividades registradas:\n\nSe han observado fluctuaciones constantes de personas en diferentes áreas del hospital, sin anomalías ni alertas importantes reportadas.\n\nNo se han detectado incidentes graves ni anomalías significativas en las diferentes zonas y habitaciones del hospital durante el período reportado.']","**Resumen Global**

Durante el período reportado, se han registrado varias actividades y eventos en diferentes zonas del hospital. A continuación, se presentan los principales hallazgos:

En general, no se han reportado anomalías ni incidentes importantes en las diferentes zonas del hospital durante el período reportado.

**Resumen Global de Actividades**

En el hospital, se han registrado varias actividades en diferentes zonas y habitaciones. A continuación, se presentan los resúmenes de las actividades registradas:

Se han observado fluctuaciones constantes de personas en diferentes áreas del hospital, sin anomalías ni alertas importantes reportadas.

No se han detectado incidentes graves ni anomalías significativas en las diferentes zonas y habitaciones del hospital durante el período reportado.","Se detecta una emergencia crítica en la Habitación Compartida 2, donde una trabajadora se encuentra tirada en el suelo. Se requiere enviar asistencia médica de forma inmediata a esta ubicación para socorrerla. Por otro lado, se reporta una infracción de seguridad en el pasillo, ya que el sistema ha detectado a una persona corriendo cerca de otra trabajadora que traslada a un paciente en silla de ruedas, lo que supone un riesgo de colisión. Además, se observa una gran acumulación de cajas en ambos almacenes que podría obstaculizar el paso, y se registra a una empleada inactiva en la Oficina 2. El resto de las instalaciones del hospital funciona con normalidad y bajo los protocolos establecidos. En el Quirófano 2 se está llevando a cabo una intervención quirúrgica con el personal médico necesario, la zona de Recepción opera de forma habitual con varios visitantes y una sola persona al mostrador, y las habitaciones ocupadas tienen a sus pacientes seguros y atendidos. Zonas como los baños, las escaleras 2 y la habitación individual 1 se encuentran completamente vacías y despejadas.",0.427000256240972,,0.8333333333333334,,,,summary,video_2m,"['**Resumen Global**\n\nDurante el período reportado, se han registrado varias actividades y eventos en diferentes zonas del hospital. A continuación, se presentan los principales hallazgos:\n\nEn general, no se han reportado anomalías ni incidentes importantes en las diferentes zonas del hospital durante el período reportado.\n\n**Resumen Global de Actividades**\n\nEn el hospital, se han registrado varias actividades en diferentes zonas y habitaciones. A continuación, se presentan los resúmenes de las actividades registradas:\n\nSe han observado fluctuaciones constantes de personas en diferentes áreas del hospital, sin anomalías ni alertas importantes reportadas.\n\nNo se han detectado incidentes graves ni anomalías significativas en las diferentes zonas y habitaciones del hospital durante el período reportado.']",0.20000000000006185
